"Data","Video","Commenti.aggiunti","Iscritti.conquistati"
"2020-04-02","04T9B4Tz_Ls",0,0
"2020-04-02","3oqHZZzrRPk",0,0
"2020-04-02","57xSclHUn5Q",0,0
"2020-04-02","5FQ-cH82Fqc",0,0
"2020-04-02","5xsAiaoGS9Y",0,0
"2020-04-02","6AA5iOS8cxc",0,0
"2020-04-02","7grWxjb6M1Q",0,0
"2020-04-02","83BnzNllyv8",0,0
"2020-04-02","A8RdtBMNTLQ",0,0
"2020-04-02","agm1oCUZ1O0",0,0
"2020-04-02","ai4qF5TbdoQ",0,0
"2020-04-02","AtllqdKQi68",0,0
"2020-04-02","ATxdeGwj7Vw",0,0
"2020-04-02","bHqlgYIilbA",0,0
"2020-04-02","BZRh-RNx5JE",0,0
"2020-04-02","Cwtt55TyyIo",0,0
"2020-04-02","dBb-TaXtr9w",0,0
"2020-04-02","DslthLffuDg",0,0
"2020-04-02","FehNFhqwWJ0",0,0
"2020-04-02","fl9oO2539Mw",0,0
"2020-04-02","fmLw1jg89ig",0,0
"2020-04-02","fql9ZjfOrC4",0,0
"2020-04-02","fW6HVXOQ5lk",0,0
"2020-04-02","gX3iIdvwfsI",0,0
"2020-04-02","IGGEJegyZPM",0,0
"2020-04-02","JFg4F2hgzm4",0,0
"2020-04-02","joo5mVBCOgY",0,0
"2020-04-02","k_c56YWKeQ0",0,0
"2020-04-02","K17Q7SffOo8",0,0
"2020-04-02","kA9WRL3SaYA",0,0
"2020-04-02","KNrTarehupA",0,0
"2020-04-02","l5FutIV8okc",0,0
"2020-04-02","lmegUM3arJ8",0,0
"2020-04-02","nw-oF5Y1Fbk",0,0
"2020-04-02","nw4A-7sBs0A",0,0
"2020-04-02","nzrhjPWmUSs",0,0
"2020-04-02","ogelOyjMVFw",0,0
"2020-04-02","Oqe7R_QUtn0",0,0
"2020-04-02","oz6zWuk19NY",0,0
"2020-04-02","p8rze8aXbBk",0,0
"2020-04-02","PcJInZaULH4",0,0
"2020-04-02","PIjLdOBUlqM",0,0
"2020-04-02","QC5VF5Aqyfc",0,0
"2020-04-02","QlNjvQB7kYE",0,0
"2020-04-02","QNuEdemg9vg",0,0
"2020-04-02","Rj5GmhqGyGc",0,0
"2020-04-02","SBp65QbiyTY",0,0
"2020-04-02","SIZvKetVbz0",0,0
"2020-04-02","SxwrRgBDMps",0,0
"2020-04-02","syMRfV1TLWQ",0,0
"2020-04-02","tnC2bTe7btY",0,0
"2020-04-02","TRIsIP98rgU",0,0
"2020-04-02","TRnyY6XebB4",0,0
"2020-04-02","u3-Q3FmRDbs",0,0
"2020-04-02","UrN1T1SfsIE",0,0
"2020-04-02","VvsWZNqPqbs",0,0
"2020-04-02","WF1CAKubEdE",0,0
"2020-04-02","wTt8GoTJl34",0,0
"2020-04-02","Y0o6MNSO1JE",0,0
"2020-04-02","YC47q9Rf9Gw",0,0
"2020-04-02","YgM8G6-1DIY",0,0
"2020-04-02","yGt5qBzskUM",0,0
"2020-04-02","ZqXx7zmkmWE",0,0
"2020-04-03"," -vyzTpwd4Jw",0,0
"2020-04-03","_BLNRxOiuTg",0,0
"2020-04-03","_LRP4bGW9uI",0,0
"2020-04-03","04T9B4Tz_Ls",0,0
"2020-04-03","3oqHZZzrRPk",0,0
"2020-04-03","57xSclHUn5Q",0,0
"2020-04-03","5FQ-cH82Fqc",0,0
"2020-04-03","5xsAiaoGS9Y",0,0
"2020-04-03","6AA5iOS8cxc",0,0
"2020-04-03","7grWxjb6M1Q",0,0
"2020-04-03","83BnzNllyv8",0,0
"2020-04-03","A8RdtBMNTLQ",0,0
"2020-04-03","agm1oCUZ1O0",0,0
"2020-04-03","ai4qF5TbdoQ",0,0
"2020-04-03","AtllqdKQi68",0,0
"2020-04-03","ATxdeGwj7Vw",0,0
"2020-04-03","bHqlgYIilbA",0,0
"2020-04-03","BZRh-RNx5JE",0,0
"2020-04-03","Cwtt55TyyIo",0,0
"2020-04-03","dBb-TaXtr9w",0,0
"2020-04-03","DslthLffuDg",0,0
"2020-04-03","FehNFhqwWJ0",0,0
"2020-04-03","fl9oO2539Mw",0,0
"2020-04-03","fmLw1jg89ig",0,0
"2020-04-03","fql9ZjfOrC4",0,0
"2020-04-03","fW6HVXOQ5lk",0,0
"2020-04-03","gX3iIdvwfsI",0,0
"2020-04-03","IGGEJegyZPM",0,0
"2020-04-03","JFg4F2hgzm4",0,0
"2020-04-03","joo5mVBCOgY",0,0
"2020-04-03","k_c56YWKeQ0",0,0
"2020-04-03","K17Q7SffOo8",0,0
"2020-04-03","kA9WRL3SaYA",0,0
"2020-04-03","KNrTarehupA",0,0
"2020-04-03","l5FutIV8okc",0,0
"2020-04-03","lmegUM3arJ8",0,0
"2020-04-03","nw-oF5Y1Fbk",0,0
"2020-04-03","nw4A-7sBs0A",0,0
"2020-04-03","nzrhjPWmUSs",0,0
"2020-04-03","ogelOyjMVFw",0,0
"2020-04-03","Oqe7R_QUtn0",0,0
"2020-04-03","oz6zWuk19NY",0,0
"2020-04-03","p8rze8aXbBk",0,0
"2020-04-03","PcJInZaULH4",0,0
"2020-04-03","PIjLdOBUlqM",0,0
"2020-04-03","QC5VF5Aqyfc",0,0
"2020-04-03","QlNjvQB7kYE",0,0
"2020-04-03","QNuEdemg9vg",0,0
"2020-04-03","Rj5GmhqGyGc",0,0
"2020-04-03","SBp65QbiyTY",0,0
"2020-04-03","SIZvKetVbz0",0,0
"2020-04-03","SxwrRgBDMps",0,0
"2020-04-03","syMRfV1TLWQ",0,0
"2020-04-03","tnC2bTe7btY",0,0
"2020-04-03","TRIsIP98rgU",0,0
"2020-04-03","TRnyY6XebB4",0,0
"2020-04-03","u3-Q3FmRDbs",0,0
"2020-04-03","UrN1T1SfsIE",0,0
"2020-04-03","VvsWZNqPqbs",0,0
"2020-04-03","WF1CAKubEdE",0,0
"2020-04-03","wTt8GoTJl34",0,0
"2020-04-03","Y0o6MNSO1JE",0,0
"2020-04-03","YC47q9Rf9Gw",0,0
"2020-04-03","YgM8G6-1DIY",0,0
"2020-04-03","yGt5qBzskUM",0,0
"2020-04-03","ZqXx7zmkmWE",0,0
"2020-04-04"," -vyzTpwd4Jw",0,0
"2020-04-04","_BLNRxOiuTg",0,0
"2020-04-04","_LRP4bGW9uI",0,0
"2020-04-04","04T9B4Tz_Ls",0,0
"2020-04-04","3oqHZZzrRPk",0,0
"2020-04-04","57xSclHUn5Q",0,0
"2020-04-04","5FQ-cH82Fqc",0,0
"2020-04-04","5xsAiaoGS9Y",0,0
"2020-04-04","6AA5iOS8cxc",0,0
"2020-04-04","7grWxjb6M1Q",0,0
"2020-04-04","83BnzNllyv8",0,0
"2020-04-04","A8RdtBMNTLQ",0,0
"2020-04-04","agm1oCUZ1O0",0,0
"2020-04-04","ai4qF5TbdoQ",0,0
"2020-04-04","AtllqdKQi68",0,0
"2020-04-04","ATxdeGwj7Vw",0,0
"2020-04-04","bHqlgYIilbA",0,0
"2020-04-04","BZRh-RNx5JE",0,0
"2020-04-04","Cwtt55TyyIo",0,0
"2020-04-04","dBb-TaXtr9w",0,0
"2020-04-04","DslthLffuDg",0,0
"2020-04-04","FehNFhqwWJ0",0,0
"2020-04-04","fl9oO2539Mw",0,0
"2020-04-04","fmLw1jg89ig",0,0
"2020-04-04","fql9ZjfOrC4",0,0
"2020-04-04","fW6HVXOQ5lk",0,0
"2020-04-04","gX3iIdvwfsI",0,0
"2020-04-04","IGGEJegyZPM",0,0
"2020-04-04","JFg4F2hgzm4",0,0
"2020-04-04","joo5mVBCOgY",0,0
"2020-04-04","k_c56YWKeQ0",0,0
"2020-04-04","K17Q7SffOo8",0,0
"2020-04-04","kA9WRL3SaYA",0,0
"2020-04-04","KNrTarehupA",0,0
"2020-04-04","l5FutIV8okc",0,0
"2020-04-04","lmegUM3arJ8",0,0
"2020-04-04","nw-oF5Y1Fbk",0,0
"2020-04-04","nw4A-7sBs0A",0,0
"2020-04-04","nzrhjPWmUSs",0,0
"2020-04-04","ogelOyjMVFw",0,0
"2020-04-04","Oqe7R_QUtn0",0,0
"2020-04-04","oz6zWuk19NY",0,0
"2020-04-04","p8rze8aXbBk",0,0
"2020-04-04","PcJInZaULH4",0,0
"2020-04-04","PIjLdOBUlqM",0,0
"2020-04-04","QC5VF5Aqyfc",0,0
"2020-04-04","QlNjvQB7kYE",0,0
"2020-04-04","QNuEdemg9vg",0,0
"2020-04-04","Rj5GmhqGyGc",0,0
"2020-04-04","SBp65QbiyTY",0,0
"2020-04-04","SIZvKetVbz0",0,0
"2020-04-04","SxwrRgBDMps",0,0
"2020-04-04","syMRfV1TLWQ",0,0
"2020-04-04","tnC2bTe7btY",0,0
"2020-04-04","TRIsIP98rgU",0,0
"2020-04-04","TRnyY6XebB4",0,0
"2020-04-04","u3-Q3FmRDbs",0,0
"2020-04-04","UrN1T1SfsIE",0,0
"2020-04-04","VvsWZNqPqbs",0,0
"2020-04-04","WF1CAKubEdE",0,0
"2020-04-04","wTt8GoTJl34",0,0
"2020-04-04","Y0o6MNSO1JE",0,0
"2020-04-04","YC47q9Rf9Gw",0,0
"2020-04-04","YgM8G6-1DIY",0,0
"2020-04-04","yGt5qBzskUM",0,0
"2020-04-04","ZqXx7zmkmWE",0,0
"2020-04-05"," -vyzTpwd4Jw",0,0
"2020-04-05","_BLNRxOiuTg",0,0
"2020-04-05","_LRP4bGW9uI",0,0
"2020-04-05","04T9B4Tz_Ls",0,0
"2020-04-05","3oqHZZzrRPk",0,0
"2020-04-05","57xSclHUn5Q",0,0
"2020-04-05","5FQ-cH82Fqc",0,0
"2020-04-05","5xsAiaoGS9Y",0,0
"2020-04-05","6AA5iOS8cxc",0,0
"2020-04-05","7grWxjb6M1Q",0,0
"2020-04-05","83BnzNllyv8",0,0
"2020-04-05","A8RdtBMNTLQ",0,0
"2020-04-05","agm1oCUZ1O0",0,0
"2020-04-05","ai4qF5TbdoQ",0,0
"2020-04-05","AtllqdKQi68",0,0
"2020-04-05","ATxdeGwj7Vw",0,0
"2020-04-05","bHqlgYIilbA",0,0
"2020-04-05","BZRh-RNx5JE",0,0
"2020-04-05","Cwtt55TyyIo",0,0
"2020-04-05","dBb-TaXtr9w",0,0
"2020-04-05","DslthLffuDg",0,0
"2020-04-05","FehNFhqwWJ0",0,0
"2020-04-05","fl9oO2539Mw",0,0
"2020-04-05","fmLw1jg89ig",0,0
"2020-04-05","fql9ZjfOrC4",0,0
"2020-04-05","fW6HVXOQ5lk",0,0
"2020-04-05","gX3iIdvwfsI",0,0
"2020-04-05","IGGEJegyZPM",0,0
"2020-04-05","JFg4F2hgzm4",0,0
"2020-04-05","joo5mVBCOgY",0,0
"2020-04-05","k_c56YWKeQ0",0,0
"2020-04-05","K17Q7SffOo8",0,0
"2020-04-05","kA9WRL3SaYA",0,0
"2020-04-05","KNrTarehupA",0,0
"2020-04-05","l5FutIV8okc",0,0
"2020-04-05","lmegUM3arJ8",0,0
"2020-04-05","nw-oF5Y1Fbk",0,0
"2020-04-05","nw4A-7sBs0A",0,0
"2020-04-05","nzrhjPWmUSs",0,0
"2020-04-05","ogelOyjMVFw",0,0
"2020-04-05","Oqe7R_QUtn0",0,0
"2020-04-05","oz6zWuk19NY",0,0
"2020-04-05","p8rze8aXbBk",0,0
"2020-04-05","PcJInZaULH4",0,0
"2020-04-05","PIjLdOBUlqM",0,0
"2020-04-05","QC5VF5Aqyfc",0,0
"2020-04-05","QlNjvQB7kYE",0,0
"2020-04-05","QNuEdemg9vg",0,0
"2020-04-05","Rj5GmhqGyGc",0,0
"2020-04-05","SBp65QbiyTY",0,0
"2020-04-05","SIZvKetVbz0",0,0
"2020-04-05","SxwrRgBDMps",0,0
"2020-04-05","syMRfV1TLWQ",0,0
"2020-04-05","tnC2bTe7btY",0,0
"2020-04-05","TRIsIP98rgU",0,0
"2020-04-05","TRnyY6XebB4",0,0
"2020-04-05","u3-Q3FmRDbs",0,0
"2020-04-05","UrN1T1SfsIE",0,0
"2020-04-05","VvsWZNqPqbs",0,0
"2020-04-05","WF1CAKubEdE",0,0
"2020-04-05","wTt8GoTJl34",0,0
"2020-04-05","Y0o6MNSO1JE",0,0
"2020-04-05","YC47q9Rf9Gw",0,0
"2020-04-05","YgM8G6-1DIY",0,0
"2020-04-05","yGt5qBzskUM",0,0
"2020-04-05","ZqXx7zmkmWE",0,0
"2020-04-06"," -vyzTpwd4Jw",0,0
"2020-04-06","_BLNRxOiuTg",0,0
"2020-04-06","_LRP4bGW9uI",0,0
"2020-04-06","04T9B4Tz_Ls",0,0
"2020-04-06","3oqHZZzrRPk",0,0
"2020-04-06","57xSclHUn5Q",0,0
"2020-04-06","5FQ-cH82Fqc",0,0
"2020-04-06","5xsAiaoGS9Y",0,0
"2020-04-06","6AA5iOS8cxc",0,0
"2020-04-06","7grWxjb6M1Q",0,0
"2020-04-06","83BnzNllyv8",0,0
"2020-04-06","A8RdtBMNTLQ",0,0
"2020-04-06","agm1oCUZ1O0",0,0
"2020-04-06","ai4qF5TbdoQ",0,0
"2020-04-06","AtllqdKQi68",0,0
"2020-04-06","ATxdeGwj7Vw",0,0
"2020-04-06","bHqlgYIilbA",0,0
"2020-04-06","BZRh-RNx5JE",0,0
"2020-04-06","Cwtt55TyyIo",0,0
"2020-04-06","dBb-TaXtr9w",0,0
"2020-04-06","DslthLffuDg",0,0
"2020-04-06","FehNFhqwWJ0",0,0
"2020-04-06","fl9oO2539Mw",0,0
"2020-04-06","fmLw1jg89ig",0,0
"2020-04-06","fql9ZjfOrC4",0,0
"2020-04-06","fW6HVXOQ5lk",0,0
"2020-04-06","gX3iIdvwfsI",0,0
"2020-04-06","IGGEJegyZPM",0,0
"2020-04-06","JFg4F2hgzm4",0,0
"2020-04-06","joo5mVBCOgY",0,0
"2020-04-06","k_c56YWKeQ0",0,0
"2020-04-06","K17Q7SffOo8",0,0
"2020-04-06","kA9WRL3SaYA",0,0
"2020-04-06","KNrTarehupA",0,0
"2020-04-06","l5FutIV8okc",0,0
"2020-04-06","lmegUM3arJ8",0,0
"2020-04-06","nw-oF5Y1Fbk",0,0
"2020-04-06","nw4A-7sBs0A",0,0
"2020-04-06","nzrhjPWmUSs",0,0
"2020-04-06","ogelOyjMVFw",0,0
"2020-04-06","Oqe7R_QUtn0",0,0
"2020-04-06","oz6zWuk19NY",0,0
"2020-04-06","p8rze8aXbBk",0,0
"2020-04-06","PcJInZaULH4",0,0
"2020-04-06","PIjLdOBUlqM",0,0
"2020-04-06","QC5VF5Aqyfc",0,0
"2020-04-06","QlNjvQB7kYE",0,0
"2020-04-06","QNuEdemg9vg",0,0
"2020-04-06","Rj5GmhqGyGc",0,0
"2020-04-06","SBp65QbiyTY",0,0
"2020-04-06","SIZvKetVbz0",0,0
"2020-04-06","SxwrRgBDMps",0,0
"2020-04-06","syMRfV1TLWQ",0,0
"2020-04-06","tnC2bTe7btY",0,0
"2020-04-06","TRIsIP98rgU",0,0
"2020-04-06","TRnyY6XebB4",0,0
"2020-04-06","u3-Q3FmRDbs",0,0
"2020-04-06","UrN1T1SfsIE",0,0
"2020-04-06","VvsWZNqPqbs",0,0
"2020-04-06","WF1CAKubEdE",0,0
"2020-04-06","wTt8GoTJl34",0,0
"2020-04-06","Y0o6MNSO1JE",0,0
"2020-04-06","YC47q9Rf9Gw",0,0
"2020-04-06","YgM8G6-1DIY",0,0
"2020-04-06","yGt5qBzskUM",0,0
"2020-04-06","ZqXx7zmkmWE",0,0
"2020-04-07"," -vyzTpwd4Jw",0,0
"2020-04-07","_BLNRxOiuTg",0,0
"2020-04-07","_LRP4bGW9uI",0,0
"2020-04-07","04T9B4Tz_Ls",0,0
"2020-04-07","3oqHZZzrRPk",0,0
"2020-04-07","57xSclHUn5Q",0,0
"2020-04-07","5FQ-cH82Fqc",0,0
"2020-04-07","5xsAiaoGS9Y",0,0
"2020-04-07","6AA5iOS8cxc",0,0
"2020-04-07","7grWxjb6M1Q",0,0
"2020-04-07","83BnzNllyv8",0,0
"2020-04-07","A8RdtBMNTLQ",0,0
"2020-04-07","agm1oCUZ1O0",0,0
"2020-04-07","ai4qF5TbdoQ",0,0
"2020-04-07","AtllqdKQi68",0,0
"2020-04-07","ATxdeGwj7Vw",0,0
"2020-04-07","bHqlgYIilbA",0,0
"2020-04-07","BZRh-RNx5JE",0,0
"2020-04-07","Cwtt55TyyIo",0,0
"2020-04-07","dBb-TaXtr9w",0,0
"2020-04-07","DslthLffuDg",0,0
"2020-04-07","FehNFhqwWJ0",0,0
"2020-04-07","fl9oO2539Mw",0,0
"2020-04-07","fmLw1jg89ig",0,0
"2020-04-07","fql9ZjfOrC4",0,0
"2020-04-07","fW6HVXOQ5lk",0,0
"2020-04-07","gX3iIdvwfsI",0,0
"2020-04-07","IGGEJegyZPM",0,0
"2020-04-07","JFg4F2hgzm4",0,0
"2020-04-07","joo5mVBCOgY",0,0
"2020-04-07","k_c56YWKeQ0",0,0
"2020-04-07","K17Q7SffOo8",0,0
"2020-04-07","kA9WRL3SaYA",0,0
"2020-04-07","KNrTarehupA",0,0
"2020-04-07","l5FutIV8okc",0,0
"2020-04-07","lmegUM3arJ8",0,0
"2020-04-07","nw-oF5Y1Fbk",0,0
"2020-04-07","nw4A-7sBs0A",0,0
"2020-04-07","nzrhjPWmUSs",0,0
"2020-04-07","ogelOyjMVFw",0,0
"2020-04-07","Oqe7R_QUtn0",0,0
"2020-04-07","oz6zWuk19NY",0,0
"2020-04-07","p8rze8aXbBk",0,0
"2020-04-07","PcJInZaULH4",0,0
"2020-04-07","PIjLdOBUlqM",0,0
"2020-04-07","QC5VF5Aqyfc",0,0
"2020-04-07","QlNjvQB7kYE",0,0
"2020-04-07","QNuEdemg9vg",0,0
"2020-04-07","Rj5GmhqGyGc",0,0
"2020-04-07","SBp65QbiyTY",0,0
"2020-04-07","SIZvKetVbz0",0,0
"2020-04-07","SxwrRgBDMps",0,0
"2020-04-07","syMRfV1TLWQ",0,0
"2020-04-07","tnC2bTe7btY",0,0
"2020-04-07","TRIsIP98rgU",0,0
"2020-04-07","TRnyY6XebB4",0,0
"2020-04-07","u3-Q3FmRDbs",0,0
"2020-04-07","UrN1T1SfsIE",0,0
"2020-04-07","VvsWZNqPqbs",0,0
"2020-04-07","WF1CAKubEdE",0,0
"2020-04-07","wTt8GoTJl34",0,0
"2020-04-07","Y0o6MNSO1JE",0,0
"2020-04-07","YC47q9Rf9Gw",0,0
"2020-04-07","YgM8G6-1DIY",0,0
"2020-04-07","yGt5qBzskUM",0,0
"2020-04-07","ZqXx7zmkmWE",0,0
"2020-04-08"," -vyzTpwd4Jw",0,0
"2020-04-08","_BLNRxOiuTg",0,0
"2020-04-08","_LRP4bGW9uI",0,0
"2020-04-08","04T9B4Tz_Ls",0,0
"2020-04-08","3oqHZZzrRPk",0,0
"2020-04-08","57xSclHUn5Q",0,0
"2020-04-08","5FQ-cH82Fqc",0,0
"2020-04-08","5xsAiaoGS9Y",0,0
"2020-04-08","6AA5iOS8cxc",0,0
"2020-04-08","7grWxjb6M1Q",0,0
"2020-04-08","83BnzNllyv8",0,0
"2020-04-08","A8RdtBMNTLQ",0,0
"2020-04-08","agm1oCUZ1O0",0,0
"2020-04-08","ai4qF5TbdoQ",0,0
"2020-04-08","AtllqdKQi68",0,0
"2020-04-08","ATxdeGwj7Vw",0,0
"2020-04-08","bHqlgYIilbA",0,0
"2020-04-08","BZRh-RNx5JE",0,0
"2020-04-08","Cwtt55TyyIo",0,0
"2020-04-08","dBb-TaXtr9w",0,0
"2020-04-08","DslthLffuDg",0,0
"2020-04-08","FehNFhqwWJ0",0,0
"2020-04-08","fl9oO2539Mw",0,0
"2020-04-08","fmLw1jg89ig",0,0
"2020-04-08","fql9ZjfOrC4",0,0
"2020-04-08","fW6HVXOQ5lk",0,0
"2020-04-08","gX3iIdvwfsI",0,0
"2020-04-08","IGGEJegyZPM",0,0
"2020-04-08","JFg4F2hgzm4",0,0
"2020-04-08","joo5mVBCOgY",0,0
"2020-04-08","k_c56YWKeQ0",0,0
"2020-04-08","K17Q7SffOo8",0,0
"2020-04-08","kA9WRL3SaYA",0,0
"2020-04-08","KNrTarehupA",0,0
"2020-04-08","l5FutIV8okc",0,0
"2020-04-08","lmegUM3arJ8",0,0
"2020-04-08","nw-oF5Y1Fbk",0,0
"2020-04-08","nw4A-7sBs0A",0,0
"2020-04-08","nzrhjPWmUSs",0,0
"2020-04-08","ogelOyjMVFw",0,0
"2020-04-08","Oqe7R_QUtn0",0,0
"2020-04-08","oz6zWuk19NY",0,0
"2020-04-08","p8rze8aXbBk",0,0
"2020-04-08","PcJInZaULH4",0,0
"2020-04-08","PIjLdOBUlqM",0,0
"2020-04-08","QC5VF5Aqyfc",0,0
"2020-04-08","QlNjvQB7kYE",0,0
"2020-04-08","QNuEdemg9vg",0,0
"2020-04-08","Rj5GmhqGyGc",0,0
"2020-04-08","SBp65QbiyTY",0,0
"2020-04-08","SIZvKetVbz0",0,0
"2020-04-08","SxwrRgBDMps",0,0
"2020-04-08","syMRfV1TLWQ",0,0
"2020-04-08","tnC2bTe7btY",0,0
"2020-04-08","TRIsIP98rgU",0,0
"2020-04-08","TRnyY6XebB4",0,0
"2020-04-08","u3-Q3FmRDbs",0,0
"2020-04-08","UrN1T1SfsIE",0,0
"2020-04-08","VvsWZNqPqbs",0,0
"2020-04-08","WF1CAKubEdE",0,0
"2020-04-08","wTt8GoTJl34",0,0
"2020-04-08","Y0o6MNSO1JE",0,0
"2020-04-08","YC47q9Rf9Gw",0,0
"2020-04-08","YgM8G6-1DIY",0,0
"2020-04-08","yGt5qBzskUM",0,0
"2020-04-08","ZqXx7zmkmWE",0,0
"2020-04-09"," -vyzTpwd4Jw",0,0
"2020-04-09","_BLNRxOiuTg",0,0
"2020-04-09","_LRP4bGW9uI",0,0
"2020-04-09","04T9B4Tz_Ls",0,0
"2020-04-09","3oqHZZzrRPk",0,0
"2020-04-09","57xSclHUn5Q",0,0
"2020-04-09","5FQ-cH82Fqc",0,0
"2020-04-09","5xsAiaoGS9Y",0,0
"2020-04-09","6AA5iOS8cxc",0,0
"2020-04-09","7grWxjb6M1Q",0,0
"2020-04-09","83BnzNllyv8",0,0
"2020-04-09","A8RdtBMNTLQ",0,0
"2020-04-09","agm1oCUZ1O0",0,0
"2020-04-09","ai4qF5TbdoQ",0,0
"2020-04-09","AtllqdKQi68",0,0
"2020-04-09","ATxdeGwj7Vw",0,0
"2020-04-09","bHqlgYIilbA",0,0
"2020-04-09","BZRh-RNx5JE",0,0
"2020-04-09","Cwtt55TyyIo",0,0
"2020-04-09","dBb-TaXtr9w",0,0
"2020-04-09","DslthLffuDg",0,0
"2020-04-09","FehNFhqwWJ0",0,0
"2020-04-09","fl9oO2539Mw",0,0
"2020-04-09","fmLw1jg89ig",0,0
"2020-04-09","fql9ZjfOrC4",0,0
"2020-04-09","fW6HVXOQ5lk",0,0
"2020-04-09","gX3iIdvwfsI",0,0
"2020-04-09","IGGEJegyZPM",0,0
"2020-04-09","JFg4F2hgzm4",0,0
"2020-04-09","joo5mVBCOgY",0,0
"2020-04-09","k_c56YWKeQ0",0,0
"2020-04-09","K17Q7SffOo8",0,0
"2020-04-09","kA9WRL3SaYA",0,0
"2020-04-09","KNrTarehupA",0,0
"2020-04-09","l5FutIV8okc",0,0
"2020-04-09","lmegUM3arJ8",0,0
"2020-04-09","nw-oF5Y1Fbk",0,0
"2020-04-09","nw4A-7sBs0A",0,0
"2020-04-09","nzrhjPWmUSs",0,0
"2020-04-09","ogelOyjMVFw",0,0
"2020-04-09","Oqe7R_QUtn0",0,0
"2020-04-09","oz6zWuk19NY",0,0
"2020-04-09","p8rze8aXbBk",0,0
"2020-04-09","PcJInZaULH4",0,0
"2020-04-09","PIjLdOBUlqM",0,0
"2020-04-09","QC5VF5Aqyfc",0,0
"2020-04-09","QlNjvQB7kYE",0,0
"2020-04-09","QNuEdemg9vg",0,0
"2020-04-09","Rj5GmhqGyGc",0,0
"2020-04-09","SBp65QbiyTY",0,0
"2020-04-09","SIZvKetVbz0",0,0
"2020-04-09","SxwrRgBDMps",0,0
"2020-04-09","syMRfV1TLWQ",0,0
"2020-04-09","tnC2bTe7btY",0,0
"2020-04-09","TRIsIP98rgU",0,0
"2020-04-09","TRnyY6XebB4",0,0
"2020-04-09","u3-Q3FmRDbs",0,0
"2020-04-09","UrN1T1SfsIE",0,0
"2020-04-09","VvsWZNqPqbs",0,0
